name,orig_name,state,orig_county,established,continuous,stamp_index,coordinates,duration,latitude,longitude
HAWSTONE,HAWSTONE,PA,Mifflin,1950,True,1.0,True,3,40.5917407,-77.5058257
MASTERSON,MASTERSON,TX,Moore,1950,True,1.0,True,36,35.63588,-101.9602
HAWTHORNE,HAWTHORNE,FL,Alachua,1950,True,0.0,True,71,29.5953489,-82.0874218
PARAMUS,PARAMUS,NJ,Bergen,1950,True,0.0,True,71,40.9492486,-74.0693268
GLENHAVEN,GLENHAVEN,CA,Lake,1950,True,0.0,True,71,39.02655,-122.7321
SMITHS,SMITHS,AL,Lee,1950,False,0.0,True,71,32.5401393,-85.0985473
FARMERS,FARMERS,VA,Caroline,1950,True,1.0,True,8,38.0818,-77.36526
LAND O LAKES,LAND O LAKES,FL,Pasco,1950,True,0.0,True,71,28.2341772,-82.4581264
SULLIVANS ISLAND,SULLIVANS ISLAND,SC,Charleston,1950,True,0.0,True,71,32.7609609,-79.8398257
WHITEWATER,WHITEWATER,KS,Butler,1950,True,0.0,True,71,37.96313,-97.14973
DAYVILLE,DAYVILLE,CT,Windham,1950,True,0.0,True,71,41.8329077,-71.8767005
ALLEY SPRING,ALLEY SPRING,MO,Shannon,1950,True,1.0,True,24,37.1442159,-91.4440263
MILES,MILES,VA,Mathews,1950,True,0.0,True,71,37.4093,-76.36272
OTRANTO,OTRANTO (2),IA,Mitchell,1950,True,1.0,True,3,43.49385,-93.00575
APACHE JUNCTION,APACHE JUNCTION,AZ,Pinal,1950,True,0.0,True,71,33.42135,-111.5478
TILFORD,TILFORD,KY,Perry,1950,True,1.0,True,22,37.03065,-83.066
MOUNT LEBANON,MOUNT LEBANON,LA,Bienville,1950,True,1.0,True,5,32.5037644,-93.0490508
BETTLES FIELD,BETTLES FIELD,AK,,1950,True,0.0,True,71,66.92316,-151.508
WALLACE,WALLACE,SC,Marlboro,1950,True,0.0,True,71,34.7201566,-79.8414522
PAHASKA,PAHASKA,WY,Park,1950,True,1.0,True,13,44.503,-109.963
READS LANDING,READS LANDING,MN,Wabasha,1950,True,0.0,True,71,44.40222,-92.07889
SHERWIN,SHERWIN,KS,Cherokee,1950,True,1.0,True,3,37.18006,-94.94774
GREEN SPRINGS,GREEN SPRINGS,VA,Louisa,1950,True,1.0,True,6,38.08597,-78.11167
GLENALLEN,GLENALLEN,AK,,1950,True,1.0,True,10,62.10917,-145.5464
BETTY,BETTY,KY,Knott,1950,True,1.0,True,6,37.4503317,-82.8396199
GILCHRIST,GILCHRIST,TX,Galveston,1950,True,0.0,True,71,29.51245,-94.48908
SHAW,SHAW,MN,Saint Louis,1950,True,1.0,True,9,47.11333,-92.35278
GLEN,GLEN,MT,Beaverhead,1950,True,1.0,True,33,45.47659,-112.6906
MADISON,MADISON,MS,Madison,1950,True,0.0,True,71,32.4590891,-90.1116203
BEECHMONT,BEECHMONT,KY,Muhlenberg,1950,True,0.0,True,71,37.171837,-87.0343378
PEARL BEACH,PEARL BEACH,MI,Saint Clair,1950,True,0.0,True,71,42.62667,-82.59778
LENA,LENA,LA,Rapides,1950,True,0.0,True,71,31.4604521,-92.7712626
GALIANO,GAL(L)IANO,LA,Lafourche,1949,True,0.0,True,72,29.4449963,-90.3115864
NEW DEAL,NEW DEAL,TX,Lubbock,1949,True,0.0,True,72,33.74112,-101.8376
ANCHOR POINT,ANCHOR POINT,AK,,1949,True,0.0,True,72,59.7827,-151.8326
RIMFOREST,RIMFOREST,CA,San Bernardino,1949,True,0.0,True,72,34.2297,-117.2251
COLLEGE HEIGHTS,COLLEGE HEIGHTS,AR,Drew,1949,True,1.0,True,18,33.5903872,-91.8006862
HALEIWA,HALEIWA (2),HI,OAHU,1949,True,0.0,True,72,21.58179,-158.1051
LAKEVIEW,LAKEVIEW,AR,Baxter,1949,True,0.0,True,72,36.3692956,-92.5434158
MOUNTAIN,MOUNTAIN,WV,Ritchie,1949,True,1.0,True,47,39.35564,-80.91094
MAPAVILLE,MAPAVILLE,MO,Jefferson,1949,True,0.0,True,72,38.2485079,-90.4848008
GOODLAND,GOODLAND,FL,Collier,1949,True,0.0,True,72,25.925416,-81.6473432
TOTAVI,TOTAVI,NM,Santa Fe,1949,True,2.0,True,4,35.87447,-106.1797
CALWA,CALWA,CA,Fresno,1949,True,1.0,True,1,36.70674,-119.7567
SAND DRAW,SAND DRAW,WY,Fremont,1949,True,1.0,True,10,42.76052,-108.1815
BURNWELL,BURNWELL,KY,Pike,1949,True,0.0,True,72,37.6303417,-82.2207665
LIME SPRINGS,LIME SPRINGS,IA,Howard,1949,True,0.0,True,72,43.44904,-92.28082
BITELY,BITELY,MI,Newaygo,1949,True,0.0,True,72,43.7460969,-85.8603233
LEGGETT,LEGGETT,CA,Mendocino,1949,True,0.0,True,72,39.86523,-123.715
PAULOFF HARBOR,PAULOFF HARBOR,AK,,1949,True,1.0,True,23,54.4577,-162.7071
NAPTOWNE,NAPTOWNE,AK,,1949,True,2.0,True,5,60.5275,-150.725
APPLE VALLEY,APPLE VALLEY,CA,San Bernardino,1949,True,0.0,True,72,34.49963,-117.1809
CHARLTON HEIGHTS,CHARLTON HEIGHTS,WV,Fayette,1949,True,0.0,True,72,38.12388,-81.23408
MCNARY,McNARY,OR,Umatilla,1949,True,0.0,True,72,45.9193,-119.2892
TUNGSTEN,TUNGSTEN,NC,Vance,1949,True,1.0,True,10,36.51375,-78.47028
BORREGO SPRINGS,BORREGO SPRINGS,CA,San Diego,1949,True,0.0,True,72,33.25451,-116.3787
CAMP WHITE,CAMP WHITE,OR,Jackson,1949,True,1.0,True,11,42.42672,-122.8516
DESERT SPRINGS,DESERT SPRINGS,CA,San Bernardino,1949,True,1.0,True,10,34.43333,-117.6467
POSTON,POSTON,AZ,La Paz,1949,True,1.0,True,11,33.99057,-114.3963
INDIAN ROCKS BEACH,INDIAN ROCKS BEACH,FL,Pinellas,1949,True,0.0,True,72,27.8827939,-82.8496022
WECOMA BEACH,WECOMA BEACH,OR,Lincoln,1949,True,1.0,True,8,44.98872,-124.0076
SHAWNEE HILLS,SHAWNEE HILLS,OH,Delaware,1949,True,0.0,True,72,40.1584,-83.13463
TWAY,TWAY,KY,Harlan,1949,True,1.0,True,8,36.82615,-83.32111
TEMPLEMAN,TEMPLEMAN,VA,Westmoreland,1949,True,1.0,True,17,38.07069,-76.77496
GARDEN CITY BEACH,GARDEN CITY BEACH,SC,Horry,1949,True,1.0,True,6,33.5737802,-79.002535
DELL CITY,DELL CITY,TX,Hudspeth,1949,True,0.0,True,72,31.93986,-105.2015
PENCIL BLUFF,PENCIL BLUFF,AR,Montgomery,1949,True,0.0,True,72,34.6295049,-93.7332734
STRAWBERRY,STRAWBERRY,CA,Tuolumne,1949,True,1.0,True,18,38.19825,-120.0094
CAPE POLE,CAPE POLE,AK,,1949,True,2.0,True,4,55.965,-133.7933
POWELL,POWELL,TN,Knox,1949,True,0.0,True,72,36.0214501,-84.0496248
WEST GLACIER,WEST GLACIER,MT,Flathead,1949,True,0.0,True,72,48.49531,-113.9823
LAKE HAMILTON,LAKE HAMILTON,AR,Garland,1949,True,1.0,True,26,34.4245347,-93.0951795
SOLDATNA,SOLDATNA,AK,,1949,True,1.0,True,18,60.48778,-151.0583
LEATHERWOOD,LEATHERWOOD,KY,Perry,1949,True,0.0,True,72,37.04019,-83.17093
BLACKBERRY CITY,BLACKBERRY CITY,WV,Mingo,1949,True,1.0,True,34,37.6114936,-82.166523
PIEDRA,PIEDRA,CA,Fresno,1949,True,0.0,True,72,36.82291,-119.3649
SUN VALLEY,SUN VALLEY,CA,Los Angeles,1949,True,0.0,True,72,34.21717,-118.3689
POPPONESSET BEACH,POPPONESSET BEACH,MA,Barnstable,1949,True,2.0,True,18,41.5737216,-70.4619711
HOUGHTON POINT,HOUGHTON POINT,MI,Roscommon,1949,True,1.0,True,7,44.37222,-84.75917
TAHOE CITY,TAHOE CITY,CA,Placer,1949,True,0.0,True,72,39.17387,-120.1366
CONTINENTAL DIVIDE,CONTINENTAL DIVIDE,NM,McKinley,1949,True,0.0,True,72,35.42169,-108.3106
RIDGE,RIDGE,NY,Suffolk,1949,True,0.0,True,72,40.892393,-72.8981234
VICK,VICK,TX,Concho,1949,True,1.0,True,15,31.341,-100.092
WATTS,WATTS,KY,Breathitt,1949,True,1.0,True,16,37.44454,-83.31379
MOUNTAIN VIEW,MOUNTAIN VIEW,AK,,1949,True,1.0,True,5,61.22639,-149.8042
HOLLOMAN,HOLLOMAN,NM,Otero,1949,True,1.0,True,7,32.83148,-106.0569
RAMSEY,RAMSEY,VA,Wise,1949,True,3.0,True,1,36.92593,-82.45626
HOMELAND,HOMELAND,CA,Riverside,1949,True,0.0,True,72,33.74374,-117.109
LONG BEACH,LONG BEACH,NC,Brunswick,1949,True,1.0,True,5,33.91045,-78.11777
NIKOLAI,NIKOLAI,AK,,1949,False,2.0,True,4,63.01333,-154.375
SPENARD,SPENARD,AK,,1949,True,1.0,True,4,61.19612,-149.9158
DE BARY,DE BARY,FL,Volusia,1949,True,0.0,True,72,28.8830452,-81.3086755
INDIAN GAP,INDIAN GAP,VA,Buchanan,1949,True,1.0,True,14,37.15428,-82.05874
EEK,EEK,AK,,1949,True,0.0,True,72,60.21719,-162.0264
LUKEVILLE,LUKEVILLE,AZ,Pima,1949,True,0.0,True,72,31.88257,-112.8157
FIVE POINTS,FIVE POINTS,TN,Lawrence,1949,True,0.0,True,72,35.0416881,-87.3117548
ORETECH,ORETECH,OR,Klamath,1949,True,1.0,True,8,42.26237,-121.7436
EASTON,EASTON,TX,Gregg,1949,True,0.0,True,72,32.38642,-94.58405
CREST PARK,CREST PARK,CA,San Bernardino,1949,True,0.0,True,72,34.2339,-117.1964
KING SALMON,KING SALMON,AK,,1949,True,0.0,True,72,58.69931,-156.7066
BULL SHOALS,BULL SHOALS,AR,Marion,1949,True,0.0,True,72,36.385323,-92.5820504
BARTLETT,BARTLETT,AK,,1949,True,2.0,True,9,64.80833,-148.0083
BAYSIDE,BAYSIDE,VA,Princess Anne,1949,True,1.0,True,13,36.8955954,-76.1426148
HARVEYS LAKE,HARVEYS LAKE,PA,Luzerne,1949,True,0.0,True,72,41.3643029,-76.0598199
STOPOVER,STOPOVER,KY,Pike,1949,True,0.0,True,72,37.51571,-82.09272
RALSTON,RALSTON,TN,Weakley,1949,True,1.0,True,11,36.3267296,-88.8000589
THOMPSON,THOMPSON,UT,Grand,1949,True,1.0,True,72,38.97108,-109.7137
PINE CREEK,PINE CREEK,WV,Logan,1949,True,1.0,True,16,37.75177,-82.09235
COTTLE,COTTLE,WV,Nicholas,1949,True,1.0,True,45,38.34622,-80.62676
BOYKIN,BOYKIN,AL,Wilcox,1949,True,0.0,True,72,32.0779234,-87.28138
KAUMAKANI,KAUMAKANI,HI,KAUAI,1949,True,0.0,True,72,21.91637,-159.6174
BARNEGAT LIGHT,BARNEGAT LIGHT,NJ,Ocean,1949,True,0.0,True,72,39.7561007,-74.1083393
SNIDER,SNIDER,MT,Sanders,1949,True,1.0,True,20,47.60383,-115.2185
SPRING PARK,SPRING PARK,MN,Hennepin,1949,True,0.0,True,72,44.93738,-93.62471
DOS CABEZAS,DOS CABEZAS,AZ,Cochise,1949,True,1.0,True,11,32.17536,-109.6134
MCCLELLAN,McCLELLAN,CA,Sacramento,1949,True,1.0,True,7,38.6337,-121.4244
LAWAI,LAWAI,HI,KAUAI,1949,True,0.0,True,72,21.92346,-159.501
HAMILTON,HAMILTON,CA,Marin,1949,True,1.0,True,7,38.05457,-122.5289
STARTEX,STARTEX,SC,Spartanburg,1949,True,0.0,True,72,34.9284528,-82.0989968
BUTNER,BUTNER,NC,Granville,1948,True,0.0,True,73,36.1350637,-78.7598316
FRONTON,FRONTON,TX,Starr,1948,True,1.0,True,31,26.40701,-99.08392
SUTTON,SUTTON,AK,,1948,True,0.0,True,73,61.71046,-148.8779
HOOD BAY,HOOD BAY,AK,,1948,False,3.0,True,9,57.3825,-134.3986
JOANNA,JOANNA,SC,Laurens,1948,True,0.0,True,73,34.4148532,-81.8112175
LIGUORI,LIGUORI,MO,Jefferson,1948,True,0.0,True,73,38.3426341,-90.409047
WINDSOR,WINDSOR (2),ME,Kennebec,1948,True,0.0,True,73,44.3112209,-69.5809098
SHORE ACRES,SHORE ACRES,NJ,Ocean,1948,True,1.0,True,12,40.0253949,-74.1015271
HALAULA,HALAULA,HI,HAWAII,1948,True,1.0,True,28,20.22802,-155.782
SUWANEE,SUWANEE,FL,Dixie,1948,True,0.0,True,73,29.3291765,-83.14747
OCEAN DRIVE BEACH,OCEAN DRIVE BEACH,SC,Horry,1948,True,1.0,True,22,33.8185058,-78.673349
SUPREME,SUPREME,LA,Assumption,1948,True,1.0,True,24,29.8613156,-90.9825978
HUNGRY HORSE,HUNGRY HORSE,MT,Flathead,1948,True,1.0,True,33,48.38469,-114.0618
SAINT PAUL ISLAND,SAINT PAUL ISLAND,AK,,1948,True,0.0,True,73,57.12442,-170.2738
SHIRLEY,SHIRLEY,IN,Henry,1948,True,0.0,True,73,39.89197,-85.57632
OLD SAYBROOK,OLD SAYBROOK,CT,Middlesex,1948,True,1.0,True,73,41.2965497,-72.3762148
HANCOCK,HANCOCK,WV,Morgan,1948,True,1.0,True,39,39.69287,-78.17751
PARAMOUNT,PARAMOUNT,CA,Los Angeles,1948,True,0.0,True,73,33.89581,-118.1728
IKES FORK,IKES FORK,WV,Wyoming,1948,True,0.0,True,73,37.52176,-81.80475
CHERRY GROVE BEACH,CHERRY GROVE BEACH,SC,Horry,1948,True,1.0,True,22,33.8282281,-78.6433477
SAMPSON,SAMPSON,NY,Seneca,1948,True,1.0,True,2,42.7292363,-76.900238
SAINT LAWRENCE,SAINT LAWRENCE,TX,Glasscock,1948,True,1.0,True,8,31.70264,-101.5379
RIVER PINES,RIVER PINES,CA,Amador,1948,True,0.0,True,73,38.5463,-120.7441
SUMMIT,SUMMIT,AK,,1948,True,1.0,True,18,63.33139,-149.1222
MAVERICK,MAVERICK,AZ,Apache,1948,True,1.0,True,19,33.74283,-109.5473
GRAND RIVER,GRAND RIVER,LA,Iberville,1948,True,1.0,True,7,30.2265864,-91.4184444
MIDWAY,MIDWAY,AR,Baxter,1948,True,0.0,True,73,36.3862264,-92.4672574
ESTELL MANOR,ESTELL MANOR,NJ,Atlantic,1948,True,0.0,True,73,39.3793536,-74.8063357
PAWNEE,PAWNEE,TX,Bee,1948,True,0.0,True,73,28.65178,-98.00239
FULLERTON,FULLERTON,TX,Andrews,1948,True,1.0,True,8,32.38428,-102.7821
BACLIFF,BACLIFF,TX,Galveston,1948,True,0.0,True,73,29.50712,-94.98229
MATHER FIELD,MATHER FIELD,CA,Sacramento,1948,True,1.0,True,8,38.56657,-121.2969
IRONVILLE,IRONVILLE,PA,Blair,1948,True,6.0,True,-98,40.6575637,-78.2164012
CARDERVIEW,CARDERVIEW,TN,Johnson,1948,True,1.0,True,5,36.3534506,-82.0323443
BRADLEY,BRADLEY,WV,Raleigh,1948,True,0.0,True,73,37.8668619,-81.1937831
BADGER,BADGER,WI,Sauk,1948,True,1.0,True,10,43.3710972,-89.7731792
MOUNT OWEN,MOUNT OWEN,CA,Kern,1948,True,2.0,True,2,35.73301,-117.9237
LONE STAR,LONE STAR,TX,Morris,1948,True,0.0,True,73,32.94534,-94.71041
SPRING LAKE,SPRING LAKE,NC,Cumberland,1948,True,0.0,True,73,35.16883,-78.97773
MACHOVEC,MACHOVEC,TX,Moore,1948,True,1.0,True,5,35.94393,-101.9868
KAWAILOA,KAWAILOA,HI,HAWAII,1948,True,2.0,True,11,19.47989,-155.9355
PENNDEL,PENNDEL,PA,Bucks,1948,True,1.0,True,8,40.1607661,-74.911772
SLANA,SLANA,AK,,1948,True,2.0,True,10,62.70717,-143.9701
CHINA LAKE,CHINA LAKE,CA,Kern,1948,True,1.0,True,7,35.65079,-117.6617
LOZANO,LOZANO,TX,Cameron,1948,True,0.0,True,73,26.18607,-97.54056
WILKINS,WILKINS,NV,Elko,1948,True,2.0,True,15,41.4252,-114.7517
CIRCLE PINES,CIRCLE PINES,MN,Anoka,1948,True,0.0,True,73,45.14486,-93.15402
MANITOWISH WATERS,MANITOWISH WATERS,WI,Vilas,1948,True,0.0,True,73,46.13581,-89.88705
CACTUS,CACTUS,TX,Moore,1948,True,0.0,True,73,36.05177,-102.0054
WILLOW,WILLOW,AK,,1948,True,0.0,True,73,61.7381,-150.0441
LARKSLANE,LARKSLANE,KY,Knott,1948,True,1.0,True,37,37.38482,-82.88127
BONG,BONG,WA,Spokane,1948,True,2.0,True,3,47.63405,-117.6686
ALADDIN,ALADDIN,PA,Armstrong,1948,True,0.0,True,73,40.6917318,-79.6567143
BLACKHAWK,BLACKHAWK,IL,Carroll,1948,True,1.0,True,10,42.1875191,-90.2240177
MYERS FLAT,MYERS FLAT,CA,Humboldt,1948,True,0.0,True,73,40.26595,-123.8716
LAKESIDE,LAKESIDE,MT,Flathead,1948,True,0.0,True,73,48.02062,-114.2255
PRICE,PRICE,KY,Floyd,1948,True,1.0,True,36,37.4026,-82.7421
SOUTH INTERNATIONAL FALLS,SOUTH INTERNATIONAL FALLS,MN,Koochiching,1948,True,0.0,True,73,48.58667,-93.39862
HORESHOE BEACH,HORESHOE BEACH,FL,Dixie,1948,True,0.0,True,73,29.4416435,-83.2861543
WINSTON,WINSTON,OR,Douglas,1948,True,0.0,True,73,43.11924,-123.4145
TWILIGHT,TWILIGHT,WV,Boone,1948,True,0.0,True,73,37.925,-81.62197
HISEL,HISEL,KY,Jackson,1948,True,1.0,True,38,37.55564,-84.08382
CEDAR RIDGE,CEDAR RIDGE,CA,Nevada,1948,True,0.0,True,73,39.19916,-121.0228
NORTH PENSACOLA,NORTH PENSACOLA,FL,Escambia,1948,True,1.0,True,1,30.6085265,-87.339976
LYNNWOOD,LYNNWOOD,WA,Snohomish,1948,True,0.0,True,73,47.81107,-122.3254
GLOVERVILLE,GLOVERVILLE,SC,Aiken,1948,True,0.0,True,73,33.5259704,-81.8301117
LITTLE VALLEY,LITTLE VALLEY,CA,Lassen,1948,True,1.0,True,19,40.89433,-121.1775
MCCAIN,MCCAIN,NC,Hoke,1948,True,0.0,True,73,35.06072,-79.34559
ROCK CREEK,ROCK CREEK,WV,Raleigh,1948,True,0.0,True,73,37.85061,-81.45086
PATUXENT RIVER,PATUXENT RIVER,MD,Saint Mary's,1948,True,0.0,True,73,38.27787,-76.43363
GARDEN CITY,GARDEN CITY,FL,Duval,1948,True,1.0,True,12,30.4407937,-81.6989881
STANFIELD,STANFIELD,AZ,Pinal,1948,True,0.0,True,73,32.87982,-111.9633
COLLINSVILLE,COLLINSVILLE,VA,Henry,1948,True,0.0,True,73,36.72551,-79.91692
POINT LAY,POINT LAY,AK,,1947,True,2.0,True,12,69.74149,-163.0095
YORK RUN,YORK RUN,PA,Fayette,1947,True,1.0,True,9,39.8325765,-79.779493
MARTIN CITY,MARTIN CITY,MT,Flathead,1947,True,1.0,True,28,48.3908,-114.0379
VERONA BEACH,VERONA BEACH,NY,Oneida,1947,True,0.0,True,74,43.1907872,-75.7291791
WILSEYVILLE,WILSEYVILLE,CA,Calaveras,1947,True,0.0,True,74,38.37847,-120.5164
MOUNT EDGECUMBE,MOUNT EDGECUMBE,AK,,1947,True,1.0,True,7,57.05111,-135.3544
SUGARLOAF,SUGARLOAF,CA,San Bernardino,1947,True,1.0,True,17,34.24325,-116.825
MORONGO VALLEY,MORONGO VALLEY,CA,San Bernardino,1947,True,0.0,True,74,34.04499,-116.5821
MARY ALICE,MARY ALICE,KY,Harlan,1947,True,0.0,True,74,36.78425,-83.3299
ENTRANCE ISLAND,ENTRANCE ISLAND,AK,,1947,True,4.0,True,9,57.41222,-133.4411
MIRACLE HOT SPRINGS,MIRACLE HOT SPRINGS,CA,Kern,1947,True,1.0,True,10,35.57579,-118.5345
COBOL,COBOL,AK,,1947,True,2.0,True,7,57.48972,-135.8711
FORT LEONARD WOOD,FORT LEONARD WOOD,MO,Pulaski,1947,True,0.0,True,74,37.762393,-92.1152511
LAKE FOREST,LAKE FOREST,CA,Placer,1947,True,1.0,True,6,39.18435,-120.1146
BLACK DIAMOND,BLACK DIAMOND,AL,Jefferson,1947,True,1.0,True,8,33.3448348,-87.0866618
HIGHLAND VIEW,HIGHLAND VIEW,FL,Gulf,1947,True,1.0,True,13,29.837986,-85.3157519
OAK VIEW,OAK VIEW,CA,Ventura,1947,True,0.0,True,74,34.39264,-119.3008
FERGUSON,FERGUSON,KY,Pulaski,1947,True,0.0,True,74,37.06744,-84.60332
HERNDON HEIGHTS,HERNDON HEIGHTS,WV,Wyoming,1947,True,1.0,True,21,37.50345,-81.35871
RIVERDALE,RIVERDALE,ND,McLean,1947,True,0.0,True,74,47.49806,-101.3739
DE SOTO,DE SOTO,FL,Hillsboro,1947,True,1.0,True,5,27.948932,-82.4290966
LAVALE,LAVALE,MD,Allegany,1947,True,2.0,True,10,39.65564,-78.81058
BLACK SPRINGS,BLACK SPRINGS,NV,Washoe,1947,True,2.0,True,19,39.60963,-119.856
EL MIRAGE,EL MIRAGE,AZ,Maricopa,1947,True,0.0,True,74,33.60853,-112.3177
CRESCENT BEACH,CRESCENT BEACH,SC,Horry,1947,True,1.0,True,23,33.8076725,-78.7008502
WINNETKA,WINNETKA,CA,Los Angeles,1947,True,1.0,True,10,34.21004,-118.5715
KORTES DAM,KORTES DAM,WY,Carbon,1947,True,2.0,True,4,41.86996,-106.562
UPTON,UPTON,NY,Suffolk,1947,True,0.0,True,74,40.8680555,-72.8810795
WOLF LAKE,WOLF LAKE,MN,Becker,1947,True,0.0,True,74,46.80306,-95.35222
KUNIA,KUNIA,HI,OAHU,1947,True,0.0,True,74,21.45751,-158.0597
BRENTON,BRENTON,WV,Wyoming,1947,True,0.0,True,74,37.5956053,-81.6348731
FAYSON EAKES,FAYSON EAKES,NJ,Morris,1947,True,1.0,True,8,40.9759313,-74.3570955
CUTOFF,CUTOFF,AK,,1947,True,3.0,True,5,65.69861,-156.3997
KWETHLUK,KWETHLUK,AK,,1947,True,0.0,True,74,60.81018,-161.4226
BETHEL ISLAND,BETHEL ISLAND,CA,Contra Costa,1947,True,0.0,True,74,38.01874,-121.6402
SQUAW HARBOR,SQUAW HARBOR,AK,,1947,True,5.0,True,1,55.24333,-160.5533
PIONEER,PIONEER,CA,Amador,1947,True,0.0,True,74,38.42991,-120.5772
PALM DESERT,PALM DESERT,CA,Riverside,1947,True,0.0,True,74,33.74641,-116.3615
PHYLLIS,PHYLLIS,KY,Pike,1947,True,0.0,True,74,37.44289,-82.33536
NORTH RIM,NORTH RIM,AZ,Coconino,1947,True,1.0,True,8,36.21054,-112.0613
PICKSTOWN,PICKSTOWN,SD,Charles Mix,1947,True,0.0,True,74,43.067,-98.53126
MEKORYUK,MEKORYUK,AK,,1947,True,0.0,True,74,60.38616,-166.1913
GULF SHORES,GULF SHORES,AL,Baldwin,1947,True,0.0,True,74,30.2743766,-87.6900123
GEPP,GEPP,AR,Fulton,1947,True,0.0,True,74,36.3865498,-92.1150143
ALAKANUK,ALAKANUK,AK,,1947,True,0.0,True,74,62.68486,-164.6453
MARE CREEK,MARE CREEK,KY,Floyd,1947,True,1.0,True,9,37.56522,-82.6424
NANAKULI,NANAKULI (2),HI,OAHU,1947,True,1.0,True,15,21.3874,-158.1506
CHENEGA,CHENEGA,AK,,1947,True,1.0,True,17,60.28139,-148.0761
FOUR MILE,FOUR MILE,OR,Coos,1947,True,2.0,True,16,43.00816,-124.4151
TWIN BRIDGES,TWIN BRIDGES,CA,El Dorado,1947,False,0.0,True,74,38.7961,-120.1473
TIJERAS,TIJERAS,NM,Bernalillo,1947,True,0.0,True,74,35.07957,-106.3891
GROVER CITY,GROVER CITY,CA,San Luis Obispo,1947,True,0.0,True,74,35.12164,-120.6213
SCOTTY'S CASTLE,SCOTTY'S CASTLE,CA,Inyo,1947,True,2.0,True,6,37.03216,-117.3401
BALDWINVILLE,BALDWINVILLE,MA,Worcester,1947,True,0.0,True,74,42.6089744,-72.0754816
TUMACACORI,TUMACACORI,AZ,Santa Cruz,1947,True,0.0,True,74,31.56998,-111.0522
POMPANO BEACH,POMPANO BEACH,FL,Broward,1947,True,0.0,True,74,26.2320528,-80.1543857
TOK JUNCTION,TOK JUNCTION,AK,,1947,True,1.0,True,11,63.33667,-142.9856
GREEN TREE,GREEN TREE,NM,Lincoln,1947,True,1.0,True,11,33.33068,-105.5905
CASTLE BUTTE,CASTLE BUTTE,AZ,Navajo,1947,True,2.0,True,9,35.30474,-110.3487
ARENAS VALLEY,ARENAS VALLEY,NM,Grant,1947,True,0.0,True,74,32.79396,-108.1842
TRENTWOOD,TRENTWOOD,WA,Spokane,1947,True,1.0,True,6,47.69518,-117.2113
MALIBU,MALIBU,CA,Los Angeles,1947,True,0.0,True,74,34.03395,-118.6938
ANNETTE,ANNETTE,AK,,1947,True,1.0,True,35,55.06167,-131.5417
PARADISE,PARADISE,MI,Chippewa,1947,True,0.0,True,74,46.62489,-85.03737
LEE'S CAMP,LEE's CAMP,OR,Tillamook,1947,True,1.0,True,9,45.594,-123.5404
LAKE MINNEWASKA,LAKE MINNEWASKA,NY,Ulster,1947,True,1.0,True,10,41.7353712,-74.2162588
HARRIMAN,HARRIMAN,OR,Klamath,1947,True,3.0,True,7,42.48069,-122.0842
ADAIR VILLAGE,ADAIR VILLAGE,OR,Benton,1947,True,2.0,True,4,44.67068,-123.2179
DAVIS DAM,DAVIS DAM,NV,Clark,1947,True,3.0,True,3,35.19305,-114.5741
LITTLE DIXIE,LITTLE DIXIE,KY,Pike,1947,True,1.0,True,8,37.46149,-82.55932
PHICO,PHICO,WV,Logan,1947,True,1.0,True,10,37.95066,-82.01402
LEXINGTON PARK,LEXINGTON PARK,MD,Saint Mary's,1947,True,0.0,True,74,38.26418,-76.45298
MENTASTA LAKE,MENTASTA LAKE,AK,,1947,True,4.0,True,4,62.93043,-143.7974
CITRUS HEIGHTS,CITRUS HEIGHTS,CA,Sacramento,1947,True,0.0,True,74,38.68115,-121.2973
FINN ROCK,FINN ROCK,OR,Lane,1947,True,1.0,True,12,44.12901,-122.3828
DUNLAP,DUNLAP,KY,Pike,1947,True,1.0,True,12,37.42708,-82.24261
CHUGIAK,CHUGIAK,AK,,1947,True,0.0,True,74,61.40086,-149.4683
BANDYTOWN,BANDYTOWN,WV,Boone,1947,True,1.0,True,44,37.9406619,-81.6406699
STONY FORK,STONY FORK,KY,Bell,1946,True,0.0,True,75,36.60175,-83.75214
MIDWAY,MIDWAY,WV,Raleigh,1946,True,0.0,True,75,37.71441,-81.23799
KINNEAR,KINNEAR,WY,Fremont,1946,True,0.0,True,75,43.15144,-108.678
ROOSEVELT,ROOSEVELT,NJ,Monmouth,1946,True,0.0,True,75,40.2179812,-74.4741093
TUCKASEGEE,TUCKASEGEE,NC,Jackson,1946,True,0.0,True,75,35.26978,-83.12228
BRIGHTON,BRIGHTON,UT,Salt Lake,1946,True,2.0,True,7,40.60384,-111.5821
MOSES POINT,MOSES POINT,AK,,1946,True,1.0,True,19,64.7,-162.0333
DORA LAKE,DORA LAKE (2),MN,Itasca,1946,True,1.0,True,7,47.73861,-94.04
BLUE HERON,BLUE HERON,KY,McCreary,1946,True,1.0,True,17,36.6714661,-84.5454949
SAINT GEORGE,SAINT GEORGE,VA,Greene,1946,True,1.0,True,15,38.26402,-78.54501
STANSBURY,STANSBURY,WY,Sweetwater,1946,True,1.0,True,13,41.70274,-109.1879
JOSEPHINE,JOSEPHINE,WV,Raleigh,1946,True,0.0,True,75,37.62062,-81.22183
BRIDGE CITY,BRIDGE CITY,TX,Orange,1946,True,0.0,True,75,30.02385,-93.84212
